Date,Time,"Virtual Memory Committed [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core Clocks (avg) [MHz]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","Core Effective Clocks (avg) [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core Usage (avg) [%]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core Utility (avg) [%]","Core 0 Utility [%]","Core 1 Utility [%]","Core 2 Utility [%]","Core 3 Utility [%]","Total CPU Utility [%]","Core Ratios (avg) [x]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core Temperatures (avg) [°C]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core Distance to TjMAX (avg) [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core Thermal Throttling (avg) [Yes/No]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core Critical Temperature (avg) [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core Power Limit Exceeded (avg) [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU IA Cores [°C]","CPU Graphics [°C]","CPU System Agent [°C]","CPU Camera Unit (ISP) [°C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","PL2 Power Limit [W]","GPU Clock [MHz]","Imaging Unit (IMGU) Clock [MHz]","GPU D3D Usage [%]","GPU D3D Utilizations (avg) [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU Video Processing 1 Usage [%]","GPU D3D Memory Dynamic [MB]","Core C0 Residency (avg) [%]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core C1 Residency (avg) [%]","Core 0 C1 Residency [%]","Core 1 C1 Residency [%]","Core 2 C1 Residency [%]","Core 3 C1 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Trcd [T]","Trp [T]","Tras [T]","Command Rate [T]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
20.12.2022,9:57:30.568,3823,825,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.1,1995.1,1995.1,1995.1,1995.1,1995.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.8,124.8,124.8,124.7,124.8,124.8,20,20,20,20,20,32,62,60,61,62,63,49,50,49,48,47,62,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,54,59,56,9.551,5.305,0.006,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.0,0.0,0.000,0.000,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,5.159,0.000,0,
20.12.2022,9:57:32.647,3823,825,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.2,1995.2,1995.2,1995.2,1995.2,1995.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.8,124.7,124.7,124.8,124.8,124.8,20,20,20,20,20,32,63,62,62,63,63,48,48,48,47,47,62,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,54,59,56,9.553,5.308,0.003,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.0,0.0,0.015,0.000,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.638,0.000,0,
20.12.2022,9:57:34.755,3826,822,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.1,1995.1,1995.1,1995.1,1995.1,1995.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.8,124.8,124.8,124.7,124.7,124.8,20,20,20,20,20,32,62,62,62,62,62,48,48,48,48,48,63,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,58,56,9.557,5.315,0.003,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.0,0.0,0.001,0.005,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.190,0.000,0,
20.12.2022,9:57:36.864,3826,823,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.2,1995.2,1995.2,1995.2,1995.2,1995.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.7,124.7,124.8,124.7,124.7,20,20,20,20,20,32,62,62,62,61,63,48,48,48,49,47,62,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,59,56,9.556,5.314,0.005,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.0,0.0,0.000,0.000,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.966,0.000,0,
20.12.2022,9:57:38.973,3826,823,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.8,124.6,124.7,124.7,124.7,20,20,20,20,20,32,62,62,61,62,62,48,48,49,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,55,59,56,9.566,5.317,0.006,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.0,0.0,0.000,0.015,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.153,0.000,0,
20.12.2022,9:57:41.051,3826,823,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.2,1995.2,1995.2,1995.2,1995.2,1995.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.8,124.8,124.8,124.7,124.8,124.8,20,20,20,20,20,32,62,62,62,62,62,48,48,48,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,54,58,56,9.555,5.314,0.004,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.1,0.1,0.000,0.046,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,2.757,0.000,0,
20.12.2022,9:57:43.130,3826,823,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.2,1995.2,1995.2,1995.2,1995.2,1995.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.8,124.8,124.8,124.7,124.7,124.8,20,20,20,20,20,32,62,62,62,63,62,48,48,48,47,48,62,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,58,56,9.559,5.314,0.003,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.0,0.0,0.000,0.015,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,2.383,0.000,0,
20.12.2022,9:57:45.208,3826,823,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.2,1995.2,1995.2,1995.2,1995.2,1995.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.7,124.7,124.7,124.7,124.7,20,20,20,20,20,32,62,62,62,61,62,48,48,48,49,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,55,59,56,9.554,5.315,0.002,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23288,0.0,0.0,0.0,0.000,0.002,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,2.047,0.000,0,
20.12.2022,9:57:47.307,3826,823,82.2,3190,754,80.8,29.8,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1995.1,1995.1,1995.1,1995.1,1995.1,1995.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.8,124.7,124.7,124.8,124.7,20,20,20,20,20,32,62,62,62,62,61,48,48,48,48,49,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,59,57,9.547,5.304,0.003,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,144,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.000,0.000,3119,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.482,0.000,0,
20.12.2022,9:57:49.518,3776,872,81.2,3185,760,80.7,29.6,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1993.2,1993.1,1993.1,1993.2,1993.2,1993.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.4,124.4,124.5,124.4,124.5,124.4,20,20,20,20,20,32,59,58,58,59,60,51,52,52,51,50,60,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,55,58,56,9.596,5.542,0.146,15.0,1950.0,550.0,5.1,0.0,0.0,0.0,0.0,0.0,62,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,61.2,1.5,62.8,13.072,0.011,3145,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,3.846,1.940,0,
20.12.2022,9:57:51.424,3770,878,81.0,3191,753,80.8,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1978.4,1993.7,1978.5,1972.2,1969.2,1978.4,99.2,100.0,100.0,100.0,96.9,100.0,99.2,100.0,123.5,124.7,123.5,123.1,122.8,123.5,20,20,20,20,20,32,61,60,60,61,61,50,50,50,49,49,62,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,56,59,56,9.371,5.337,0.054,15.0,1950.0,550.0,1.7,0.0,0.0,0.0,0.0,0.0,61,99.2,99.9,99.2,98.8,98.7,0.9,0.1,0.9,1.2,1.3,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,2.8,0.0,2.8,0.943,0.000,3147,789,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,2.680,1.891,0,
20.12.2022,9:57:53.622,3767,881,81.0,3191,754,80.8,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1974.4,1994.5,1973.4,1968.3,1961.4,1974.4,98.3,100.0,97.8,97.1,98.5,100.0,98.3,100.0,123.2,124.6,123.1,122.8,122.3,123.2,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,55,58,56,9.210,5.254,0.008,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,61,98.9,100.0,98.9,98.6,98.3,1.1,0.0,1.1,1.4,1.7,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.2,0.2,0.000,0.234,3147,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.857,0.071,0,
20.12.2022,9:57:55.671,3740,908,80.4,3170,775,80.3,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1974.5,1993.8,1977.9,1965.7,1960.8,1974.5,99.6,100.0,99.2,99.2,100.0,100.0,99.6,100.0,123.3,124.6,123.5,122.6,122.4,123.3,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,55,58,55,9.175,5.262,0.002,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,61,99.0,99.9,99.1,98.5,98.3,1.1,0.1,0.9,1.5,1.8,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.001,0.000,3147,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.126,0.092,0,
20.12.2022,9:57:57.729,3730,918,80.2,3164,780,80.2,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1972.4,1993.7,1972.0,1962.5,1961.4,1972.4,98.4,100.0,97.7,97.7,98.4,100.0,98.4,100.0,123.1,124.5,123.0,122.5,122.3,123.1,20,20,20,20,20,32,61,60,60,61,61,50,50,50,49,49,62,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,57,56,9.227,5.255,0.007,15.0,1950.0,550.0,0.4,0.0,0.0,0.0,0.0,0.0,61,98.9,99.9,98.8,98.4,98.3,1.2,0.1,1.2,1.7,1.7,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.1,0.5,0.5,0.008,0.155,3147,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,9.067,0.045,0,
20.12.2022,9:57:59.788,3731,917,80.2,3164,780,80.2,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1969.5,1993.5,1973.5,1954.2,1956.7,1969.5,98.6,100.0,99.2,99.2,96.2,100.0,98.6,100.0,122.8,124.6,123.1,121.7,121.9,122.8,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,55,59,56,9.177,5.246,0.004,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,61,98.7,99.9,98.9,97.9,98.1,1.3,0.1,1.1,2.1,2.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.9,0.1,1.0,0.360,0.037,3148,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,4.134,0.000,0,
20.12.2022,9:58:1.837,3731,917,80.2,3164,780,80.2,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1963.6,1993.7,1972.0,1959.0,1929.5,1963.6,98.1,100.0,97.7,97.7,96.9,100.0,98.1,100.0,122.5,124.6,123.0,122.2,120.3,122.5,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,55,57,56,9.172,5.230,0.004,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,61,98.4,99.9,98.8,98.2,96.7,1.6,0.1,1.2,1.9,3.3,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.000,0.007,3148,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.715,0.000,0,
20.12.2022,9:58:3.885,3729,919,80.2,3164,781,80.2,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1970.7,1994.7,1973.0,1960.5,1954.7,1970.7,98.1,100.0,98.4,98.4,95.4,100.0,98.1,100.0,122.9,124.6,123.1,122.2,121.8,122.9,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,59,56,9.177,5.236,0.003,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,61,98.8,100.0,98.9,98.3,98.0,1.3,0.0,1.1,1.8,2.1,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.000,0.005,3148,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,2.635,0.000,0,
20.12.2022,9:58:5.934,3729,919,80.2,3164,781,80.2,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1969.1,1993.7,1971.0,1955.7,1955.9,1969.1,98.6,100.0,98.4,97.7,98.4,100.0,98.6,100.0,122.8,124.6,123.0,121.9,121.9,122.8,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,54,59,56,9.169,5.232,0.002,15.0,1950.0,550.0,0.1,0.0,0.0,0.0,0.0,0.0,61,98.7,99.9,98.8,98.0,98.0,1.4,0.1,1.2,2.1,2.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.000,0.000,3148,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.459,0.000,0,
20.12.2022,9:58:7.983,3730,918,80.2,3164,781,80.2,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1969.2,1993.6,1972.0,1955.9,1955.2,1969.2,97.9,99.2,99.2,95.4,97.7,99.2,97.9,100.0,122.9,124.6,123.0,121.9,121.9,122.9,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,61,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,58,56,9.174,5.240,0.002,15.0,1950.0,550.0,0.1,0.0,0.0,0.0,0.0,0.0,61,98.7,99.9,98.8,98.0,98.0,1.3,0.1,1.2,2.0,2.1,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.000,0.000,3148,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,2.465,0.000,0,
20.12.2022,9:58:10.031,3731,917,80.2,3164,781,80.2,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1970.4,1994.4,1970.0,1959.7,1957.3,1970.4,98.1,100.0,99.2,97.7,95.4,100.0,98.1,100.0,122.9,124.6,122.9,122.1,122.0,122.9,20,20,20,20,20,32,61,60,60,62,61,49,50,50,48,49,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,59,56,9.187,5.242,0.006,15.0,1950.0,550.0,0.2,0.0,0.0,0.0,0.0,0.0,61,98.7,100.0,98.7,98.2,98.1,1.3,0.0,1.3,1.8,2.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.000,0.017,3148,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,2.400,0.000,0,
20.12.2022,9:58:12.080,3711,937,79.8,3146,798,79.7,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1972.6,1994.5,1973.7,1961.8,1960.2,1972.6,98.6,100.0,100.0,98.4,96.2,100.0,98.6,100.0,123.1,124.7,123.2,122.3,122.2,123.1,20,20,20,20,20,32,61,60,60,62,61,49,50,50,48,49,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,58,56,9.187,5.247,0.002,15.0,1950.0,550.0,0.1,0.0,0.0,0.0,0.0,0.0,61,98.9,100.0,98.9,98.3,98.2,1.2,0.0,1.1,1.7,1.8,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.3,0.0,0.3,0.146,0.011,3148,790,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.900,0.000,0,
20.12.2022,9:58:14.129,3711,937,79.8,3146,798,79.7,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1967.7,1992.9,1969.2,1954.3,1954.3,1967.7,97.1,100.0,97.7,96.1,94.6,100.0,97.1,100.0,122.7,124.6,122.8,121.7,121.7,122.7,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,54,58,56,9.167,5.238,0.003,15.0,1950.0,550.0,0.1,0.0,0.0,0.0,0.0,0.0,61,98.6,99.9,98.7,97.9,97.9,1.4,0.1,1.3,2.1,2.1,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.1,0.1,0.000,0.059,3148,791,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,4.502,0.000,0,
20.12.2022,9:58:16.177,3711,937,79.8,3146,798,79.7,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1969.1,1994.0,1971.3,1955.2,1955.7,1969.1,98.8,100.0,99.2,98.4,97.7,100.0,98.8,100.0,122.8,124.7,123.0,121.8,121.9,122.8,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,55,58,56,9.178,5.242,0.003,15.0,1950.0,550.0,0.1,0.0,0.0,0.0,0.0,0.0,61,98.7,99.9,98.8,98.0,98.0,1.4,0.1,1.2,2.1,2.1,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.1,0.031,0.002,3148,791,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,3.725,0.069,0,
20.12.2022,9:58:18.226,3711,937,79.8,3145,799,79.7,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1969.4,1993.8,1972.5,1955.2,1955.9,1969.4,97.9,100.0,96.1,97.7,97.7,100.0,97.9,100.0,122.8,124.6,123.1,121.8,121.8,122.8,20,20,20,20,20,32,61,60,60,62,62,49,50,50,48,48,62,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,59,56,9.168,5.236,0.003,15.0,1950.0,550.0,0.1,0.0,0.0,0.0,0.0,0.0,61,98.7,99.9,98.9,98.0,98.0,1.3,0.1,1.2,2.1,2.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.0,0.0,0.000,0.001,3148,791,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,1.675,0.000,0,
20.12.2022,9:58:20.284,3708,940,79.7,3143,801,79.6,29.5,1.205,1.205,1.205,1.205,1.205,2000.2,2000.2,2000.2,2000.2,2000.2,100.0,533.3,1969.9,1994.4,1972.1,1956.2,1957.0,1969.9,98.3,100.0,97.7,96.9,98.4,100.0,98.3,100.0,122.9,124.7,123.0,122.0,122.0,122.9,20,20,20,20,20,32,61,60,60,63,62,49,50,50,47,48,62,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,55,58,56,9.179,5.240,0.003,15.0,1950.0,550.0,0.1,0.0,0.0,0.0,0.0,0.0,61,98.7,100.0,98.8,98.0,98.1,1.3,0.0,1.2,2.0,2.0,1200.0,18.00,22,22,51,1,30,No,No,23895,23289,0.0,0.1,0.1,0.015,0.037,3148,791,0.0,0.0,0.0,0.000,0.000,0,0,0,0,0.000,0.000,0,0,0.000,0.000,60,1,4.456,0.054,0,
