Date,Time,"Virtual Memory Committed [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core Clocks (avg) [MHz]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Uncore Clock [MHz]","Core Effective Clocks (avg) [MHz]","Core 0 Effective Clock [MHz]","Core 1 Effective Clock [MHz]","Core 2 Effective Clock [MHz]","Core 3 Effective Clock [MHz]","Average Effective Clock [MHz]","Core Usage (avg) [%]","Core 0 Usage [%]","Core 1 Usage [%]","Core 2 Usage [%]","Core 3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core Utility (avg) [%]","Core 0 Utility [%]","Core 1 Utility [%]","Core 2 Utility [%]","Core 3 Utility [%]","Total CPU Utility [%]","Core Ratios (avg) [x]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core Temperatures (avg) [°C]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core Distance to TjMAX (avg) [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core Thermal Throttling (avg) [Yes/No]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core Critical Temperature (avg) [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core Power Limit Exceeded (avg) [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU IA Cores [°C]","CPU Graphics [°C]","CPU System Agent [°C]","CPU Camera Unit (ISP) [°C]","iGPU VID [V]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","GPU Clock [MHz]","Imaging Unit (IMGU) Clock [MHz]","GPU D3D Usage [%]","GPU D3D Utilizations (avg) [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU Video Processing 1 Usage [%]","GPU D3D Memory Dynamic [MB]","Package C2 Residency [%]","Core C0 Residency (avg) [%]","Core 0 T0 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core C1 Residency (avg) [%]","Core 0 C1 Residency [%]","Core 1 C1 Residency [%]","Core 2 C1 Residency [%]","Core 3 C1 Residency [%]","Core C6 Residency (avg) [%]","Core 0 C6 Residency [%]","Core 1 C6 Residency [%]","Core 2 C6 Residency [%]","Core 3 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Command Rate [T]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
31.8.2022,12:11:2.061,6892,2403,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1988.9,1989.0,1988.7,1989.0,1988.9,1988.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.1,124.1,124.1,124.2,124.1,124.1,20,20,20,20,20,32,80,80,80,79,79,31,30,30,31,31,80,80,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,79,76,77,75,1.352,6.837,6.046,7.330,12.0,15.0,500.0,550.0,0.5,0.0,0.0,0.0,0.0,0.0,111,0.0,99.7,99.7,99.7,99.7,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.1,0.1,0.000,0.015,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,2.004,0.000,84,3,2.004,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:4.171,6892,2403,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1989.3,1989.1,1989.3,1989.5,1989.5,1989.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.2,124.3,124.2,124.2,124.3,124.2,20,20,20,20,20,32,80,80,80,79,79,31,30,30,31,31,80,80,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,76,77,75,1.352,6.862,6.047,7.330,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,111,0.0,99.7,99.7,99.7,99.7,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.1,0.1,0.000,0.085,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,2.348,0.000,84,3,2.348,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:6.231,6891,2404,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1988.5,1988.4,1988.4,1988.6,1988.4,1988.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.1,124.1,124.2,124.1,124.1,124.1,20,20,20,20,20,32,80,82,81,79,79,30,28,29,31,31,81,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,75,78,75,1.352,6.789,6.045,7.331,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,111,0.0,99.7,99.7,99.7,99.7,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,8.888,0.000,84,3,8.888,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:8.311,6891,2404,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1990.5,1990.3,1990.4,1990.6,1990.7,1990.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.2,124.2,124.2,124.2,124.2,124.2,20,20,20,20,20,32,80,80,81,79,79,30,30,29,31,31,80,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,75,78,76,1.352,6.881,6.057,7.329,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,111,0.0,99.8,99.8,99.8,99.8,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.1,0.1,0.000,0.003,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,2.986,0.000,84,3,2.986,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:10.390,6894,2401,74.1,6593,1422,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1991.4,1991.3,1991.3,1991.4,1991.5,1991.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.3,124.3,124.4,124.4,124.3,124.3,20,20,20,20,20,32,79,80,80,78,79,31,30,30,32,31,80,80,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,76,78,76,1.352,6.677,6.055,7.333,12.0,15.0,500.0,550.0,4.9,0.0,0.0,0.0,0.0,0.0,117,0.0,99.8,99.8,99.8,99.8,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.033,0.000,84,3,1.033,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:12.441,6893,2402,74.1,6592,1422,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1991.2,1991.2,1991.1,1991.3,1991.2,1991.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.2,124.2,124.2,124.2,124.2,124.2,20,20,20,20,20,32,80,80,82,79,79,30,30,28,31,31,80,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,76,78,76,1.352,6.623,6.052,7.332,12.0,15.0,500.0,550.0,8.0,0.0,0.0,0.0,0.0,0.0,118,0.0,99.8,99.8,99.8,99.8,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.1,0.1,0.000,0.022,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.677,0.000,84,3,1.677,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:14.541,6894,2401,74.1,6592,1422,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1988.1,1987.9,1988.0,1988.3,1988.5,1988.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.1,124.1,124.1,124.2,124.2,124.1,20,20,20,20,20,32,80,80,82,80,79,30,30,28,30,31,80,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,75,78,76,1.352,6.849,6.046,7.329,12.0,15.0,500.0,550.0,1.8,0.0,0.0,0.0,0.0,0.0,118,0.0,99.7,99.7,99.7,99.7,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,0.927,0.000,84,3,0.927,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:16.621,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1992.5,1992.5,1992.5,1992.6,1992.5,1992.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.4,124.4,124.5,124.5,124.5,124.4,20,20,20,20,20,32,81,81,82,80,79,30,29,28,30,31,81,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,76,78,76,1.352,6.844,6.066,7.332,12.0,15.0,500.0,550.0,0.4,0.0,0.0,0.0,0.0,0.0,118,0.0,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.110,0.000,84,3,1.110,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:18.741,6892,2403,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1991.8,1991.9,1991.9,1991.9,1991.7,1991.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.4,124.4,124.4,124.4,124.5,124.4,20,20,20,20,20,32,80,81,80,79,79,30,29,30,31,31,81,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,75,78,77,1.352,6.844,6.064,7.331,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,99.8,99.8,99.8,99.8,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.1,0.1,0.000,0.014,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,0.975,0.000,84,3,0.975,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:20.851,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1992.4,1992.2,1992.2,1992.5,1992.7,1992.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.5,124.5,124.4,124.5,124.5,124.5,20,20,20,20,20,32,80,81,81,80,79,30,29,29,30,31,81,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,76,78,77,1.352,6.908,6.065,7.331,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,2.024,0.000,84,3,2.024,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:22.931,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1992.4,1992.4,1992.4,1992.5,1992.4,1992.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.4,124.4,124.4,124.4,124.4,124.4,20,20,20,20,20,32,80,81,82,79,79,30,29,28,31,31,81,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,76,78,77,1.352,6.844,6.066,7.331,12.0,15.0,500.0,550.0,0.4,0.0,0.0,0.0,0.0,0.0,118,0.0,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.1,0.1,0.000,0.021,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,0.932,0.000,84,3,0.932,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:25.041,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.4,1994.4,1994.4,1994.5,1994.5,1994.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.6,124.6,124.7,124.6,124.7,124.6,20,20,20,20,20,32,80,80,81,79,79,30,30,29,31,31,80,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,75,77,77,1.352,6.882,6.077,7.334,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.077,0.000,84,3,1.077,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:27.161,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.4,1994.4,1994.4,1994.4,1994.4,1994.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.7,124.7,124.7,124.7,124.7,20,20,20,20,20,32,81,82,82,79,79,30,28,28,31,31,82,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,76,78,77,1.352,6.892,6.077,7.333,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.001,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,0.744,0.000,84,3,0.744,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:29.271,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.3,1994.3,1994.3,1994.4,1994.4,1994.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.6,124.6,124.7,124.7,124.7,20,20,20,20,20,32,80,80,82,79,79,30,30,28,31,31,80,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,75,78,77,1.352,6.854,6.077,7.333,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,0.856,0.000,84,3,0.856,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:31.361,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.6,1994.6,1994.6,1994.6,1994.6,1994.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.6,124.7,124.7,124.7,124.7,20,20,20,20,20,32,81,82,81,79,80,30,28,29,31,30,82,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,75,78,76,1.352,6.903,6.077,7.333,12.0,15.0,500.0,550.0,0.4,0.0,0.0,0.0,0.0,0.0,118,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.182,0.000,84,3,1.182,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:33.471,6894,2401,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.5,1994.6,1994.6,1994.5,1994.5,1994.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.6,124.7,124.7,124.7,124.7,20,20,20,20,20,32,80,81,81,79,79,30,29,29,31,31,81,81,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,76,77,76,1.352,6.871,6.077,7.333,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.1,0.1,0.1,0.007,0.019,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,0.904,0.000,84,3,0.904,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:35.551,6893,2402,74.1,6591,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.2,1994.2,1994.2,1994.3,1994.3,1994.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.7,124.7,124.7,124.7,124.7,20,20,20,20,20,32,80,81,82,79,79,30,29,28,31,31,81,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,75,79,77,1.352,6.873,6.076,7.333,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,99.9,99.9,99.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.3,0.1,0.3,0.130,0.005,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,3.225,0.000,84,3,3.225,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:37.621,6893,2402,74.1,6591,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.7,1994.7,1994.7,1994.7,1994.7,1994.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.7,124.7,124.7,124.7,124.7,20,20,20,20,20,32,81,82,82,79,79,30,28,28,31,31,82,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,75,79,76,1.352,6.890,6.077,7.333,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.1,0.1,0.000,0.019,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,7.606,0.000,84,3,7.606,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:39.691,6893,2402,74.1,6591,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1994.3,1994.3,1994.3,1994.3,1994.3,1994.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.7,124.7,124.7,124.6,124.6,124.7,20,20,20,20,20,32,81,82,82,80,79,29,28,28,30,31,82,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,76,79,77,1.352,6.841,6.075,7.333,12.0,15.0,500.0,550.0,0.3,0.0,0.0,0.0,0.0,0.0,118,0.0,99.9,99.9,99.9,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,2.840,0.000,84,3,2.840,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:41.747,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1993.8,1993.8,1993.8,1993.9,1993.8,1993.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.6,124.5,124.6,124.6,124.5,124.6,20,20,20,20,20,32,80,82,81,79,79,30,28,29,31,31,82,82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,75,79,76,1.352,6.740,6.073,7.332,12.0,15.0,500.0,550.0,4.3,0.0,0.0,0.0,0.0,0.0,118,0.0,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.349,0.000,84,3,1.349,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:43.809,6893,2402,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1992.9,1992.9,1992.9,1993.0,1993.0,1992.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.4,124.4,124.4,124.4,124.4,124.4,20,20,20,20,20,32,80,80,80,79,79,31,30,30,31,31,80,80,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,81,76,78,77,1.352,6.687,6.066,7.334,12.0,15.0,500.0,550.0,9.3,0.0,0.0,0.0,0.0,0.0,118,0.0,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.001,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.869,0.000,84,3,1.869,0.000,0,0,0.000,0.000,0,
31.8.2022,12:11:45.879,6894,2401,74.1,6592,1423,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1993.3,1993.3,1993.3,1993.3,1993.2,1993.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.5,124.5,124.6,124.5,124.6,124.5,20,20,20,20,20,32,80,80,80,79,79,31,30,30,31,31,80,80,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,75,78,77,1.352,6.835,6.070,7.330,12.0,15.0,500.0,550.0,2.9,0.0,0.0,0.0,0.0,0.0,119,0.0,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,54,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,957,0.0,0.0,0.0,0.000,0.000,84,3,1.048,0.000,84,3,1.048,0.000,0,0,0.000,0.000,0,
31.8.2022,12:12:38.142,6892,2403,74.1,6593,1421,82.2,13.0,1.205,1.205,1.205,1.205,1.205,2000.0,2000.0,2000.0,2000.0,2000.0,100.0,533.3,1993.4,1993.3,1993.3,1993.4,1993.4,1993.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.6,124.6,124.6,124.6,124.6,124.6,20,20,20,20,20,32,80,79,80,79,80,31,31,30,31,30,79,80,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,80,76,78,76,1.352,6.904,6.081,7.333,12.0,15.0,500.0,550.0,6.6,0.0,0.0,0.0,0.0,0.0,121,0.0,99.9,99.9,99.9,99.9,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,12.00,11,11,11,28,1,56,100.0,No,No,52,32,0.0,0.0,0.0,0.000,0.000,1914,958,0.0,0.0,0.0,0.000,0.000,84,3,3.041,0.054,84,3,3.041,0.054,0,0,0.000,0.000,0,
