Date,Time,"Virtual Memory Committed [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Uncore VID [V]","SA VID [V]","Core Clocks (avg) [MHz]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","Core Effective Clocks (avg) [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core Usage (avg) [%]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core Utility (avg) [%]","Core 0 T0 Utility [%]","Core 0 T1 Utility [%]","Core 1 T0 Utility [%]","Core 1 T1 Utility [%]","Core 2 T0 Utility [%]","Core 2 T1 Utility [%]","Core 3 T0 Utility [%]","Core 3 T1 Utility [%]","Total CPU Utility [%]","Core Ratios (avg) [x]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core Temperatures (avg) [°C]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core Distance to TjMAX (avg) [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core Thermal Throttling (avg) [Yes/No]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core Critical Temperature (avg) [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core Power Limit Exceeded (avg) [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Total System Power [W]","System Agent Power [W]","Rest-of-Chip Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","PCH Power [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU D3D Utilizations (avg) [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU Video Processing 1 Usage [%]","GPU D3D Memory Dynamic [MB]","Current cTDP Level []","Package C2 Residency [%]","Package C3 Residency [%]","Package C6 Residency [%]","Core C0 Residency (avg) [%]","Core 0 T0 C0 Residency [%]","Core 0 T1 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 1 T1 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 2 T1 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 3 T1 C0 Residency [%]","Core C7 Residency (avg) [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","Gear Mode []","IA Limit Reasons (avg) [Yes/No]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT Limit Reasons (avg) [Yes/No]","GT: PROCHOT [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","Ring Limit Reasons (avg) [Yes/No]","RING: PROCHOT [Yes/No]","RING: Thermal Event [Yes/No]","RING: DDR RAPL [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Wear Level [%]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","iGPU VID [V]",
6.9.2022,16:27:7.764,14913,7888,65.4,7041,8720,44.6,37.4,1.072,1.225,1.247,1.215,0.600,0.918,0.763,3700.4,4768.3,4768.3,4768.3,496.7,99.3,3576.2,709.0,632.2,306.4,1437.5,904.1,127.4,301.1,1871.4,91.8,709.0,14.6,12.2,5.3,29.7,19.8,1.5,7.6,38.1,3.0,38.1,14.6,100.0,39.0,35.0,16.7,78.9,50.0,6.4,16.4,103.4,4.9,39.0,37.3,48.0,48.0,48.0,5.0,36.0,63,61,78,52,60,37,39,22,48,40,78,78,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,83,83,57,14.154,10.850,0.003,23.110,1.735,0.355,34.0,57.0,0.440,99.3,0.0,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,15.8,14.8,7.0,32.3,19.2,3.4,7.2,40.0,2.4,65.2,75.5,41.3,87.0,57.0,794.7,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.0,0.2,0.2,0.011,0.019,68787,80555,17.117,62.305,100.0,0.0,8384,2014,4.890,0.121,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:9.796,14913,7888,65.4,7042,8719,44.6,37.4,1.157,1.235,1.227,1.222,0.945,0.918,0.761,4495.1,4768.3,4768.3,4768.3,3675.5,99.3,3576.2,658.8,2141.9,1716.4,461.9,195.5,460.2,144.5,86.3,63.4,658.8,13.5,45.8,35.8,7.6,4.5,9.1,2.2,1.5,1.5,45.8,13.5,100.0,36.2,118.2,94.9,25.1,10.7,25.0,7.9,4.3,3.3,36.2,45.3,48.0,48.0,48.0,37.0,36.0,61,72,58,59,53,40,28,42,41,47,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,56,13.576,10.217,0.002,22.522,1.709,0.346,34.0,57.0,0.526,99.3,0.0,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.3,45.0,36.7,10.5,4.4,10.2,3.7,2.4,1.8,69.7,16.4,83.8,84.5,94.2,794.7,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.3,0.2,0.5,0.058,0.042,68787,80556,17.117,62.305,100.0,0.0,8384,2014,0.255,0.054,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:11.843,14913,7888,65.4,7041,8720,44.6,37.4,1.153,1.220,1.245,1.072,1.075,0.918,0.763,4492.2,4739.0,4739.0,4245.3,4245.3,98.7,3554.2,649.8,209.1,242.2,3654.7,753.2,213.3,47.8,55.8,22.3,649.8,13.7,6.1,4.6,76.9,15.2,3.8,0.7,1.5,0.7,76.9,13.7,100.0,35.8,11.2,13.3,203.0,41.3,11.2,2.5,2.6,1.0,35.8,45.5,48.0,48.0,43.0,43.0,36.0,61,58,76,52,59,39,42,24,48,41,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,57,13.653,10.284,0.003,22.527,1.726,0.344,34.0,57.0,0.516,98.7,0.0,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.2,5.7,5.4,76.8,16.0,5.1,1.8,1.7,0.9,70.1,86.5,7.4,90.8,95.8,789.8,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.2,0.3,0.4,0.002,0.058,68787,80556,17.116,62.305,100.0,0.0,8384,2014,5.285,0.026,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:13.877,14912,7888,65.4,7040,8720,44.6,37.4,1.228,1.217,1.232,1.215,1.247,0.918,0.763,4739.0,4739.0,4739.0,4739.0,4739.0,98.7,3554.2,657.3,199.7,878.4,90.6,31.2,471.1,1968.0,53.0,1566.9,657.3,13.4,3.0,18.3,2.2,0.7,8.3,41.2,0.7,33.0,41.2,13.4,100.0,36.1,9.9,48.7,4.5,1.6,25.2,109.2,2.5,86.9,36.1,48.0,48.0,48.0,48.0,48.0,36.0,60,54,63,53,71,40,46,37,47,29,72,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,57,13.752,10.366,0.000,22.707,1.698,0.346,34.0,57.0,0.568,98.7,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.4,5.1,18.7,2.5,0.9,11.7,41.5,1.8,33.2,68.5,72.0,94.3,44.1,63.5,789.8,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.5,0.0,0.5,0.018,0.004,68787,80556,17.116,62.305,100.0,0.0,8384,2014,2.640,0.028,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:15.926,14912,7889,65.4,7040,8720,44.6,37.4,1.152,1.225,1.075,1.232,1.075,0.918,0.763,4567.3,4818.2,4316.3,4818.2,4316.3,100.4,3613.7,658.3,504.0,1231.6,1159.2,179.7,94.7,2023.1,38.3,35.6,658.3,12.8,8.3,25.1,22.9,3.8,0.7,41.9,0.0,0.0,41.9,12.8,100.0,36.2,27.8,68.4,64.0,9.8,4.1,112.3,1.6,1.7,36.2,45.5,48.0,43.0,48.0,43.0,36.0,61,63,58,70,53,39,37,42,30,47,70,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70,70,57,13.651,10.373,0.003,22.531,1.710,0.347,34.0,57.0,0.445,100.4,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.5,11.6,26.1,24.9,4.0,4.0,42.6,1.6,1.2,68.7,61.7,67.5,50.4,95.3,803.0,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.0,0.2,0.2,0.000,0.022,68787,80556,17.117,62.305,100.0,0.0,8384,2014,2.413,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:17.964,14921,7879,65.4,7040,8720,44.6,37.4,1.116,1.072,1.245,1.072,1.075,0.918,0.763,4441.8,4316.3,4818.2,4316.3,4316.3,100.4,3613.7,713.1,244.1,147.9,717.8,56.3,1012.1,3239.1,194.8,92.3,713.1,14.4,4.6,2.3,14.6,0.0,20.0,67.6,3.0,3.0,67.6,14.4,100.0,39.0,12.0,8.0,39.1,2.9,55.6,180.0,9.9,4.8,39.0,44.3,43.0,48.0,43.0,43.0,36.0,60,55,76,52,58,40,45,24,48,42,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71,71,57,14.476,11.094,0.003,23.655,1.712,0.364,34.0,57.0,0.541,100.4,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,15.7,6.4,3.5,15.9,1.5,21.8,68.4,5.3,2.6,67.0,87.0,81.7,9.9,89.2,803.0,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.4,0.5,0.8,0.100,0.098,68788,80556,17.117,62.305,100.0,0.0,8384,2014,12.969,1.960,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:20.007,14921,7880,65.4,7041,8719,44.6,37.4,1.229,1.225,1.227,1.232,1.230,0.918,0.763,4707.5,4707.5,4707.5,4707.5,4707.5,98.1,3530.6,655.7,255.6,96.8,144.3,34.6,1493.1,2646.2,522.7,51.9,655.7,13.4,5.3,1.5,2.2,0.7,30.5,55.7,10.6,0.7,55.7,13.4,100.0,36.1,14.1,5.2,7.5,1.8,82.5,146.9,28.4,2.7,36.1,48.0,48.0,48.0,48.0,48.0,36.0,61,62,58,70,54,39,38,42,30,46,70,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,73,58,13.623,10.229,0.003,22.576,1.694,0.348,34.0,57.0,0.578,98.1,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.4,6.9,2.3,3.7,1.0,31.9,55.7,12.0,1.6,69.4,89.1,91.7,12.6,84.2,784.6,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.3,0.2,0.6,0.038,0.040,68788,80556,17.116,62.305,100.0,0.0,8384,2014,2.531,0.053,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:22.054,14921,7880,65.4,7040,8720,44.6,37.4,1.152,1.072,1.075,1.232,1.230,0.901,0.763,4462.3,4217.2,4217.2,4707.5,4707.5,98.1,3432.6,652.3,292.3,301.7,573.0,1729.5,1273.8,934.3,50.2,63.7,652.3,12.8,3.8,6.1,10.6,35.8,25.9,19.0,0.7,0.7,35.8,12.8,100.0,35.7,14.7,16.6,30.8,96.0,70.5,51.8,2.2,3.3,35.7,45.5,43.0,43.0,48.0,48.0,35.0,60,57,58,70,54,40,43,42,30,46,70,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69,69,57,13.742,10.326,0.000,22.648,1.702,0.346,34.0,57.0,0.592,98.1,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.4,7.0,6.6,14.0,36.4,27.1,20.1,1.8,1.9,68.5,84.2,46.9,48.9,94.0,784.6,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.0,0.4,0.4,0.000,0.064,68788,80556,17.116,62.305,100.0,0.0,8384,2014,2.432,0.026,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:24.091,14921,7880,65.4,7040,8720,44.6,37.4,1.215,1.222,1.245,1.160,1.232,0.918,0.763,4727.2,4776.9,4776.9,4577.9,4776.9,99.5,3582.7,658.1,152.2,242.9,1772.0,1327.3,1159.3,354.1,64.4,192.9,658.1,12.9,0.7,3.8,36.1,26.9,24.6,6.9,0.0,3.8,36.1,12.9,100.0,36.2,8.0,13.4,97.8,73.6,64.0,19.6,3.0,10.5,36.2,47.5,48.0,48.0,46.0,48.0,36.0,61,58,76,52,57,39,42,24,48,43,76,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,83,83,57,13.621,10.412,0.000,22.439,1.713,0.348,34.0,57.0,0.373,99.5,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.5,4.5,5.4,38.5,28.0,24.8,8.0,2.1,4.5,69.4,88.0,32.0,66.0,91.6,796.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.0,0.0,0.0,0.000,0.014,68788,80556,17.117,62.305,100.0,0.0,8384,2014,2.655,0.054,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:26.131,14922,7879,65.4,7040,8720,44.6,37.4,1.152,1.072,1.245,1.217,1.075,0.898,0.761,4528.1,4279.3,4776.9,4776.9,4279.3,99.5,3483.2,651.7,154.3,118.9,617.6,4108.1,81.2,65.2,46.7,21.4,651.7,13.2,2.2,2.2,11.4,86.2,1.5,2.2,0.0,0.0,86.2,13.2,100.0,35.8,7.4,6.5,33.8,228.2,3.9,3.4,2.1,1.0,35.8,45.5,43.0,48.0,48.0,43.0,35.0,61,55,77,53,58,39,45,23,47,42,77,77,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,82,82,56,13.593,10.300,0.002,22.397,1.726,0.346,34.0,57.0,0.441,99.5,0.0,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.2,4.3,2.7,13.1,86.3,2.3,2.2,1.6,0.9,70.3,91.0,1.3,93.1,95.8,796.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.0,0.1,0.1,0.000,0.002,68788,80556,17.117,62.305,100.0,0.0,8384,2014,2.478,0.052,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:28.175,14964,7837,65.6,7079,8681,44.9,37.4,1.078,1.075,1.082,1.072,1.082,0.916,0.758,4291.1,4291.1,4291.1,4291.1,4291.1,99.8,3592.6,915.5,282.6,324.3,1065.9,3189.0,587.1,77.2,406.3,1391.5,915.5,18.8,6.8,5.3,22.1,67.1,9.9,0.7,9.1,29.7,67.1,18.8,100.0,50.2,14.9,17.6,58.5,177.2,30.9,4.0,21.7,77.0,50.2,43.0,43.0,43.0,43.0,43.0,36.0,69,59,84,55,76,32,41,16,45,24,84,84,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,83,83,60,18.751,15.241,0.000,28.470,1.772,0.417,34.0,57.0,0.594,99.8,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,20.3,7.5,7.6,23.3,67.9,14.0,2.3,9.4,30.7,55.8,81.9,3.5,79.5,58.2,798.4,8.00,22,22,22,52,74,560,1,1,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.4,0.8,1.2,0.038,0.246,68788,80557,17.117,62.305,100.0,0.0,8384,2014,8.393,1.545,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:30.219,14921,7880,65.4,7056,8705,44.7,37.4,1.152,1.077,1.232,1.222,1.075,0.916,0.761,4540.6,4291.1,4790.1,4790.1,4291.1,99.8,3592.6,1189.7,718.2,655.8,2513.3,1188.0,1043.2,1146.1,1073.1,1179.7,1189.7,24.4,17.5,16.7,48.0,22.9,21.3,24.4,20.6,23.6,48.0,24.4,100.0,65.0,38.2,35.5,138.7,65.7,55.6,63.5,57.5,65.4,65.0,45.5,43.0,48.0,48.0,43.0,36.0,63,73,62,59,57,37,27,38,41,43,73,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75,75,60,23.861,20.148,0.000,34.092,1.857,0.513,40.0,57.0,0.679,99.8,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,26.8,16.8,15.5,54.9,26.1,24.5,25.3,24.8,26.3,40.1,62.8,7.3,44.6,45.9,798.4,8.00,22,22,22,52,74,560,1,1,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.5,0.5,1.0,0.092,0.228,68788,80557,17.116,62.305,100.0,0.0,8384,2014,5.007,0.211,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:32.267,14921,7880,65.4,7046,8714,44.7,37.4,1.231,1.225,1.235,1.217,1.247,0.918,0.761,4757.1,4757.1,4757.1,4757.1,4757.1,99.1,3567.8,661.9,161.8,389.7,333.8,983.2,416.1,36.9,1115.5,1858.5,661.9,13.7,3.0,7.6,5.3,20.0,9.2,0.7,24.6,38.9,38.9,13.7,100.0,36.4,8.8,21.6,17.2,54.4,22.5,1.8,61.7,103.0,36.4,48.0,48.0,48.0,48.0,48.0,36.0,63,61,64,54,72,37,39,36,46,28,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69,69,58,13.918,10.525,0.004,22.840,1.741,0.347,40.0,57.0,0.521,99.1,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.7,4.9,8.5,9.7,20.8,9.4,1.5,23.8,39.3,67.5,82.9,64.5,87.0,35.7,792.8,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.0,0.4,0.4,0.000,0.304,68788,80558,17.117,62.305,100.0,0.0,8384,2014,0.696,0.114,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:34.319,14921,7879,65.4,7046,8715,44.7,37.4,1.154,1.232,1.235,1.072,1.075,0.918,0.763,4509.3,4757.1,4757.1,4261.5,4261.5,99.1,3567.8,661.2,204.2,80.9,1633.7,2643.1,103.5,495.2,66.2,62.6,661.2,13.9,5.3,1.5,33.5,55.7,1.5,10.7,1.5,1.5,55.7,13.9,100.0,36.3,9.7,4.3,90.3,146.8,5.2,27.4,3.1,3.3,36.3,45.5,48.0,48.0,43.0,43.0,36.0,62,70,64,55,58,38,30,36,45,42,70,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,58,13.815,10.497,0.004,22.621,1.744,0.347,40.0,57.0,0.445,99.1,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.4,5.2,2.0,34.8,55.6,2.7,11.2,2.0,1.9,69.5,90.4,9.0,84.2,94.4,792.8,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.0,0.2,0.2,0.000,0.001,68788,80558,17.117,62.305,100.0,0.0,8384,2014,4.783,0.053,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:36.360,14922,7879,65.4,7046,8714,44.7,37.4,1.076,1.072,1.077,1.072,1.080,0.898,0.761,4342.1,4342.1,4342.1,4342.1,4342.1,101.0,3534.3,676.5,237.6,82.3,132.9,55.5,52.3,981.5,2636.4,1233.7,676.5,14.1,6.8,0.7,2.2,0.0,1.5,20.6,55.7,25.0,55.7,14.1,100.0,37.1,12.2,3.6,6.8,2.9,2.4,54.4,146.3,68.4,37.1,43.0,43.0,43.0,43.0,43.0,35.0,62,57,63,58,70,38,43,37,42,30,70,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,58,14.229,10.705,0.002,23.311,1.721,0.352,34.0,57.0,0.676,101.0,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,15.1,5.9,4.9,3.4,1.5,1.5,21.4,55.8,26.1,67.1,82.5,92.9,75.1,17.9,807.8,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.2,0.6,0.8,0.056,0.126,68788,80558,17.117,62.305,100.0,0.0,8384,2014,3.928,1.674,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:27:38.395,14922,7879,65.4,7046,8714,44.7,37.4,1.037,1.075,0.610,1.235,1.230,0.901,0.763,3610.0,4342.1,403.9,4847.0,4847.0,101.0,3534.3,664.1,417.9,204.8,213.4,36.4,1296.9,1158.0,75.7,1909.6,664.1,13.7,10.7,4.6,3.0,0.7,26.1,23.8,0.7,40.0,40.0,13.7,100.0,36.4,21.6,10.6,11.3,1.8,71.8,64.2,3.8,106.0,36.4,35.8,43.0,4.0,48.0,48.0,35.0,61,61,58,72,53,39,39,42,28,47,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70,70,58,13.913,10.555,0.000,22.919,1.707,0.350,34.0,57.0,0.527,101.0,0.1,0.0,0.0,0.0,0.0,0.0,753,2,0.0,0.0,0.0,14.7,9.3,7.3,5.1,1.0,27.5,24.8,2.3,40.4,68.3,77.6,92.7,46.8,56.0,807.8,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,97.0,No,No,2530,2607,0.3,0.7,1.1,0.008,0.030,68788,80558,17.118,62.305,100.0,0.0,8384,2014,8.602,2.928,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
