Date,Time,"Virtual Memory Committed [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Uncore VID [V]","SA VID [V]","Core Clocks (avg) [MHz]","Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","Core Effective Clocks (avg) [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core Usage (avg) [%]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core Utility (avg) [%]","Core 0 T0 Utility [%]","Core 0 T1 Utility [%]","Core 1 T0 Utility [%]","Core 1 T1 Utility [%]","Core 2 T0 Utility [%]","Core 2 T1 Utility [%]","Core 3 T0 Utility [%]","Core 3 T1 Utility [%]","Total CPU Utility [%]","Core Ratios (avg) [x]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Uncore Ratio [x]","Core Temperatures (avg) [°C]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core Distance to TjMAX (avg) [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core Thermal Throttling (avg) [Yes/No]","Core 0 Thermal Throttling [Yes/No]","Core 1 Thermal Throttling [Yes/No]","Core 2 Thermal Throttling [Yes/No]","Core 3 Thermal Throttling [Yes/No]","Core Critical Temperature (avg) [Yes/No]","Core 0 Critical Temperature [Yes/No]","Core 1 Critical Temperature [Yes/No]","Core 2 Critical Temperature [Yes/No]","Core 3 Critical Temperature [Yes/No]","Core Power Limit Exceeded (avg) [Yes/No]","Core 0 Power Limit Exceeded [Yes/No]","Core 1 Power Limit Exceeded [Yes/No]","Core 2 Power Limit Exceeded [Yes/No]","Core 3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","GT Cores Power [W]","Total System Power [W]","System Agent Power [W]","Rest-of-Chip Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","PCH Power [W]","GPU Clock [MHz]","GPU D3D Usage [%]","GPU D3D Utilizations (avg) [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU Video Processing 1 Usage [%]","GPU D3D Memory Dynamic [MB]","Current cTDP Level []","Package C2 Residency [%]","Package C3 Residency [%]","Package C6 Residency [%]","Core C0 Residency (avg) [%]","Core 0 T0 C0 Residency [%]","Core 0 T1 C0 Residency [%]","Core 1 T0 C0 Residency [%]","Core 1 T1 C0 Residency [%]","Core 2 T0 C0 Residency [%]","Core 2 T1 C0 Residency [%]","Core 3 T0 C0 Residency [%]","Core 3 T1 C0 Residency [%]","Core C7 Residency (avg) [%]","Core 0 C7 Residency [%]","Core 1 C7 Residency [%]","Core 2 C7 Residency [%]","Core 3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","Gear Mode []","IA Limit Reasons (avg) [Yes/No]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT Limit Reasons (avg) [Yes/No]","GT: PROCHOT [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","Ring Limit Reasons (avg) [Yes/No]","RING: PROCHOT [Yes/No]","RING: Thermal Event [Yes/No]","RING: DDR RAPL [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: Running Average Thermal Limit [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Battery Voltage [V]","Remaining Capacity [Wh]","Charge Level [%]","Wear Level [%]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","iGPU VID [V]",
6.9.2022,16:43:27.225,14992,7808,65.7,7307,8453,46.3,35.9,1.192,1.227,1.075,1.232,1.232,0.918,0.823,4602.5,4725.6,4233.3,4725.6,4725.6,98.4,3544.2,657.6,349.6,238.8,832.8,1979.0,1034.8,45.7,48.2,732.0,657.6,13.5,6.0,3.7,17.2,43.1,21.2,0.7,0.7,15.1,43.1,13.5,100.0,36.2,19.6,13.1,45.4,109.8,57.1,2.3,2.2,40.4,36.2,46.8,48.0,43.0,48.0,48.0,36.0,62,64,59,71,55,38,36,41,29,45,71,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,58,13.781,10.294,0.018,20.268,1.774,0.072,34.0,57.0,0.628,98.4,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.4,8.4,5.3,19.2,41.6,22.1,1.7,1.5,15.8,70.1,85.4,37.8,75.2,81.9,787.6,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.2,0.5,0.7,0.005,0.196,69176,80807,17.117,62.305,100.0,0.0,8388,2016,4.781,0.026,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:29.280,15080,7720,66.1,7373,8387,46.7,35.9,1.077,1.077,1.080,1.075,1.077,0.896,0.821,4233.3,4233.3,4233.3,4233.3,4233.3,98.4,3445.7,1217.4,631.0,589.8,3158.6,220.3,370.0,1075.9,1088.4,2605.3,1217.4,25.8,16.0,12.8,64.1,4.5,7.5,22.1,22.7,56.8,64.1,25.8,100.0,66.6,32.5,31.7,174.5,11.7,19.2,59.0,59.4,144.6,66.6,43.0,43.0,43.0,43.0,43.0,35.0,68,68,74,62,67,32,32,26,38,33,74,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,77,77,61,24.423,20.645,0.017,32.233,1.901,0.389,34.0,57.0,0.709,98.4,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,27.3,15.1,13.9,68.8,5.0,8.9,25.2,24.8,57.0,38.6,67.1,5.2,63.8,18.4,787.6,8.00,22,22,22,52,74,560,1,1,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.2,0.9,1.1,0.007,0.209,69176,80808,17.115,62.305,100.0,0.0,8388,2016,0.231,0.156,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:31.342,14997,7803,65.7,7310,8450,46.3,35.9,1.231,1.222,1.235,1.217,1.250,0.918,0.823,4729.9,4729.9,4729.9,4729.9,4729.9,98.5,3547.5,886.8,478.8,217.3,1159.0,147.5,307.7,111.9,717.6,3954.2,886.8,18.6,9.0,4.5,23.4,3.0,6.8,3.0,14.3,84.8,84.8,18.6,100.0,48.6,25.0,11.5,63.1,7.9,16.4,5.8,39.6,219.6,48.6,48.0,48.0,48.0,48.0,48.0,36.0,63,61,66,53,73,37,39,34,47,27,73,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71,71,59,17.915,14.259,0.023,24.965,1.861,0.232,40.0,57.0,0.660,98.5,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,20.0,12.4,5.2,27.6,3.4,7.6,3.3,15.3,85.1,55.4,78.6,54.8,86.8,1.3,788.3,8.00,22,22,22,52,74,560,1,1,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.2,0.3,0.5,0.117,0.156,69176,80808,17.116,62.305,100.0,0.0,8388,2016,4.897,0.051,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:33.407,14997,7804,65.7,7311,8449,46.3,35.9,1.193,1.072,1.235,1.217,1.247,0.898,0.821,4606.8,4237.2,4729.9,4729.9,4729.9,98.5,3448.9,650.8,250.2,126.9,956.2,1209.6,972.1,789.2,289.7,612.2,650.8,13.0,3.7,2.2,19.6,24.2,19.6,16.6,6.0,12.1,24.2,13.0,100.0,35.8,13.0,6.9,52.2,67.1,53.7,43.7,15.6,33.9,35.8,46.8,43.0,48.0,48.0,48.0,35.0,61,56,64,53,72,39,44,36,47,28,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,60,13.650,10.299,0.019,20.075,1.773,0.073,40.0,57.0,0.493,98.5,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.3,5.9,2.9,22.1,25.5,20.7,17.1,6.7,13.3,70.2,90.6,49.8,61.3,79.0,788.3,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.0,0.2,0.2,0.000,0.001,69176,80808,17.118,62.305,100.0,0.0,8388,2016,0.084,0.071,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:35.472,14997,7804,65.7,7311,8450,46.3,35.9,1.195,1.225,1.235,1.072,1.247,0.918,0.823,4595.5,4718.4,4718.4,4226.9,4718.4,98.3,3538.8,656.7,80.1,196.6,944.1,258.7,706.1,822.9,1774.7,470.4,656.7,13.2,1.5,3.7,18.1,5.3,14.3,17.4,36.3,9.0,36.3,13.2,100.0,36.2,4.6,10.7,51.5,14.2,38.9,45.5,98.2,25.9,36.2,46.8,48.0,48.0,43.0,48.0,36.0,63,61,64,53,72,38,39,36,47,28,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,59,13.858,10.412,0.015,20.373,1.770,0.071,40.0,57.0,0.595,98.3,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.5,2.8,4.4,22.7,5.6,15.2,17.9,37.6,10.2,69.2,91.3,67.9,66.1,51.6,786.4,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.2,0.3,0.5,0.003,0.037,69176,80808,17.116,62.305,100.0,0.0,8388,2016,4.829,0.079,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:37.533,14997,7804,65.7,7311,8449,46.3,35.9,1.151,1.072,1.235,1.217,1.080,0.918,0.823,4472.7,4226.9,4718.4,4718.4,4226.9,98.3,3538.8,669.7,172.4,120.1,564.8,639.7,100.0,435.7,2141.3,1183.5,669.7,13.1,1.5,2.2,9.8,12.9,1.5,8.3,43.9,25.0,43.9,13.1,100.0,36.7,8.2,6.5,30.2,35.3,5.1,24.0,118.8,65.6,36.7,45.5,43.0,48.0,48.0,43.0,36.0,62,56,65,53,73,38,44,35,47,27,73,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,60,13.825,10.465,0.018,20.327,1.770,0.073,34.0,57.0,0.507,98.3,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.8,4.3,2.8,14.7,13.6,2.5,9.9,45.3,25.0,68.7,91.4,67.6,86.0,29.9,786.4,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.0,0.3,0.3,0.000,0.005,69176,80808,17.119,62.305,100.0,0.0,8388,2016,0.111,0.057,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:39.594,14997,7804,65.7,7311,8450,46.3,35.9,1.231,1.222,1.235,1.217,1.250,0.916,0.821,4725.8,4725.8,4725.8,4725.8,4725.8,98.5,3544.3,651.1,118.2,126.5,1300.6,426.2,920.1,305.3,509.3,1502.3,651.1,12.7,0.7,2.2,25.7,8.3,18.9,5.3,9.8,31.0,31.0,12.7,100.0,35.9,6.4,6.9,71.4,23.4,50.8,16.7,28.0,83.3,35.9,48.0,48.0,48.0,48.0,48.0,36.0,63,59,64,54,73,38,41,36,46,27,73,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,77,77,59,13.634,10.348,0.020,20.057,1.771,0.069,34.0,57.0,0.428,98.5,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.3,3.5,2.9,29.6,9.1,19.6,7.1,11.1,31.9,68.9,92.4,54.4,72.1,56.6,787.6,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.0,0.2,0.2,0.000,0.003,69176,80808,17.117,62.305,100.0,0.0,8388,2016,4.860,0.077,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:41.654,14991,7810,65.7,7309,8452,46.3,35.9,1.064,1.072,1.080,1.217,0.885,0.916,0.821,4135.0,4233.5,4233.5,4725.8,3347.4,98.5,3544.3,663.9,145.2,58.8,565.0,213.6,902.2,837.5,745.8,1843.0,663.9,13.4,3.0,1.5,9.8,3.7,18.1,18.1,14.3,38.6,38.6,13.4,100.0,36.4,7.0,3.1,30.1,11.6,49.6,46.4,41.2,102.2,36.4,42.0,43.0,43.0,48.0,34.0,36.0,61,55,77,53,59,39,45,23,47,41,76,77,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69,69,58,13.943,10.441,0.017,20.505,1.770,0.076,34.0,57.0,0.647,98.5,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.7,3.8,1.5,15.0,4.6,19.3,18.2,16.1,39.1,68.6,93.1,75.5,61.3,44.5,787.6,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.2,0.4,0.5,0.009,0.047,69176,80808,17.117,62.305,100.0,0.0,8388,2016,0.046,0.053,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:43.724,14991,7809,65.7,7308,8452,46.3,35.9,1.230,1.227,1.227,1.232,1.232,0.918,0.823,4713.0,4713.0,4713.0,4713.0,4713.0,98.2,3534.8,651.2,158.9,137.5,328.0,843.3,985.0,717.1,1719.5,320.6,651.2,13.5,3.7,3.0,4.5,17.4,22.7,15.7,34.8,6.0,34.8,13.5,100.0,35.8,8.6,7.5,17.0,46.6,54.4,39.6,95.1,17.6,35.8,48.0,48.0,48.0,48.0,48.0,36.0,62,64,58,71,55,38,36,42,29,45,71,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71,71,60,13.768,10.354,0.018,20.253,1.773,0.070,34.0,57.0,0.557,98.2,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.4,4.3,3.2,9.7,17.8,21.0,15.7,36.6,7.0,69.3,91.0,68.3,62.5,55.5,785.5,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.2,0.5,0.7,0.001,0.069,69176,80808,17.117,62.305,100.0,0.0,8388,2016,5.521,0.180,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:45.783,14991,7810,65.7,7309,8452,46.3,35.9,1.151,1.072,1.235,1.217,1.080,0.916,0.821,4467.5,4222.1,4713.0,4713.0,4222.1,98.2,3534.8,659.8,115.7,40.1,392.9,620.8,155.9,168.6,1982.0,1802.7,659.8,13.1,1.5,0.7,6.0,12.0,3.7,3.0,40.6,37.1,40.6,13.1,100.0,36.2,5.4,2.0,20.7,34.3,8.2,9.2,109.9,100.0,36.2,45.5,43.0,48.0,48.0,43.0,36.0,61,55,65,53,72,39,45,35,47,28,73,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,66,66,60,13.873,10.423,0.016,20.396,1.773,0.073,34.0,57.0,0.594,98.2,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.6,3.2,1.2,11.2,13.1,3.7,4.3,41.8,38.0,69.2,94.2,71.2,90.6,20.6,785.5,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.2,0.6,0.8,0.001,0.011,69176,80808,17.119,62.305,100.0,0.0,8388,2016,0.046,0.053,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:47.843,15015,7786,65.8,7313,8447,46.4,35.9,1.230,1.220,1.247,1.217,1.235,0.916,0.821,4747.2,4747.2,4747.2,4747.2,4747.2,98.9,3560.4,680.5,117.4,108.1,496.1,992.3,786.5,108.9,80.2,2754.4,680.5,13.5,0.7,1.5,9.9,20.6,14.5,2.2,0.7,58.0,58.0,13.5,100.0,37.4,6.1,5.8,26.3,54.9,43.2,5.8,4.2,152.9,37.4,48.0,48.0,48.0,48.0,48.0,36.0,62,58,79,53,59,38,42,21,47,41,79,79,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,58,14.268,10.695,0.019,20.906,1.791,0.091,34.0,57.0,0.692,98.9,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,15.1,3.5,2.6,13.1,21.0,17.1,3.1,2.1,58.2,68.1,92.2,62.2,78.5,39.7,791.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.3,2.5,2.7,0.005,0.127,69176,80809,17.117,62.305,100.0,0.0,8388,2016,5.143,0.314,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:49.912,15014,7786,65.8,7314,8446,46.4,35.9,1.112,1.072,1.077,1.217,1.080,0.918,0.823,4376.3,4252.7,4252.7,4747.2,4252.7,98.9,3560.4,653.0,208.5,224.0,170.8,184.6,82.4,50.6,1451.4,2851.8,653.0,13.4,4.5,5.3,3.0,3.0,1.5,0.7,30.3,59.0,59.0,13.4,100.0,35.8,10.7,12.3,8.2,10.1,4.1,2.6,80.5,158.3,35.8,44.3,43.0,43.0,48.0,43.0,36.0,61,55,64,53,72,39,45,36,47,28,73,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,77,77,60,13.620,10.337,0.022,20.073,1.762,0.070,34.0,57.0,0.433,98.9,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.5,5.1,5.0,7.0,4.0,2.1,1.8,30.6,59.9,68.8,89.1,81.9,94.4,9.8,791.2,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.0,0.1,0.1,0.000,0.003,69176,80809,17.117,62.305,100.0,0.0,8388,2016,0.053,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:51.974,15014,7786,65.8,7314,8447,46.4,35.9,1.076,1.072,1.077,1.072,1.080,0.898,0.823,4290.6,4290.6,4290.6,4290.6,4290.6,99.8,3492.4,651.8,148.8,162.6,236.1,393.5,140.1,1808.7,1646.4,678.2,651.8,13.7,3.7,3.7,6.0,7.5,3.0,38.3,33.8,13.5,38.3,13.7,100.0,35.8,8.0,8.8,11.9,21.6,7.5,100.3,91.0,37.6,35.8,43.0,43.0,43.0,43.0,43.0,35.0,62,56,66,56,70,38,44,34,44,30,71,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,58,13.697,10.354,0.022,20.174,1.768,0.070,34.0,57.0,0.488,99.8,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.5,4.1,3.7,8.2,8.4,3.2,38.5,35.1,14.5,69.1,90.8,78.6,57.3,49.7,798.3,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.0,0.3,0.3,0.000,0.019,69176,80809,17.116,62.305,100.0,0.0,8388,2016,4.828,0.106,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:54.028,15014,7786,65.8,7316,8444,46.4,35.9,1.114,1.072,1.075,1.077,1.230,0.918,0.823,4415.4,4290.6,4290.6,4290.6,4789.5,99.8,3592.2,653.4,86.5,93.4,1288.2,629.0,298.4,2743.6,59.3,28.5,653.4,13.0,0.7,1.5,25.9,11.4,6.1,57.2,1.5,0.0,57.2,13.0,100.0,35.9,3.9,5.1,70.6,34.8,16.3,152.3,2.8,1.4,35.9,44.3,43.0,43.0,43.0,48.0,36.0,61,58,59,72,54,39,42,41,28,46,71,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,58,13.844,10.371,0.019,20.351,1.769,0.072,34.0,57.0,0.619,99.8,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.4,2.5,2.2,29.2,13.4,6.5,58.0,2.0,1.1,69.2,94.0,52.2,35.2,95.3,798.3,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.2,0.3,0.5,0.023,0.003,69176,80809,17.116,62.305,100.0,0.0,8388,2016,0.113,0.259,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:56.102,15016,7785,65.8,7316,8444,46.4,35.9,1.231,1.222,1.235,1.217,1.247,0.918,0.823,4773.7,4773.7,4773.7,4773.7,4773.7,99.5,3580.3,660.2,251.7,197.1,217.5,57.9,88.0,325.0,2495.1,1649.6,660.2,14.0,7.5,4.5,2.2,2.2,2.2,6.8,52.2,34.8,52.2,14.0,100.0,36.4,14.0,10.8,10.8,3.0,4.5,17.8,138.5,91.5,36.4,48.0,48.0,48.0,48.0,48.0,36.0,62,59,64,53,72,38,41,36,47,28,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,58,13.860,10.426,0.020,20.426,1.768,0.073,34.0,57.0,0.581,99.5,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.7,6.4,4.4,7.9,1.4,2.3,7.5,52.7,34.8,68.8,87.7,85.8,88.9,12.8,795.6,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,26,97.0,No,No,2530,2607,0.2,0.3,0.5,0.001,0.009,69176,80809,17.116,62.305,100.0,0.0,8388,2016,4.766,0.257,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
6.9.2022,16:43:58.171,15016,7784,65.8,7316,8444,46.4,35.9,1.192,1.072,1.232,1.217,1.247,0.901,0.823,4649.4,4276.4,4773.7,4773.7,4773.7,99.5,3480.8,651.3,113.0,65.3,729.4,1102.6,648.4,199.2,756.5,1595.7,651.3,12.8,1.5,0.7,13.5,22.5,12.7,3.7,15.0,33.0,33.0,12.8,100.0,35.7,5.0,3.4,39.5,61.2,35.6,10.8,41.7,88.4,35.7,46.8,43.0,48.0,48.0,48.0,35.0,61,55,63,53,72,39,45,37,47,28,72,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,58,13.630,10.262,0.019,20.121,1.761,0.070,34.0,57.0,0.524,99.5,0.1,0.0,0.0,0.0,0.0,0.0,415,2,0.0,0.0,0.0,14.3,2.9,1.7,17.7,23.2,14.0,5.0,16.2,33.8,69.6,93.8,55.7,79.7,49.4,795.6,8.00,22,22,22,52,74,560,1,1,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,26,97.0,No,No,2530,2607,0.0,0.3,0.3,0.000,0.035,69176,80809,17.115,62.305,100.0,0.0,8388,2016,2.462,0.104,0,0,0.000,0.000,0,0,0.000,0.000,0,0.000,
